ID,Construction_ID,Parameter_ID,Code_ID,Example_IDs,Source,Value,Description
constr202-cparam3,constr202,cparam3,cparam3-c4,ex109,zavala-maldonaldo-2002[672],either T or R (but not both),Relativization of core argument through a postnominal gapping nominalization strategy. In the basic ditransiotive construction both R and T can be relativized by the gapping strategy: i) relativization of T; 672 (ex. 9a) ii) relativization of R;
constr203-cparam3,constr203,cparam3,cparam3-c7,,zavala-maldonaldo-2002,only T,Relativization of core argument through a postnominal gapping nominalization strategy. Apparently only T can be relativized.
constr204-cparam3,constr204,cparam3,cparam3-c4,ex54;ex110,zavala-maldonaldo-2002,either T or R (but not both),Relativization of core argument through a postnominal gapping nominalization strategy. In the applicative ditransiotive construction both R and T can be relativized by the gapping strategy: (i) relativization of T; 693 (ex. 40b) (ii) relativization of the applied object-addressee in (41a);
constr205-cparam3,constr205,cparam3,cparam3-c7,ex55;ex111,bhatia-1993[59-61],only T,"R can be relativized only by means of the finite strategy, which makes use of a relative pronoun. The finite strategy can relativize any argument/adjunct. An alternative participial strategy (apparently, this pertains to all participial forms, both present and past), applies only to subject and direct object (P/T), but not to indirect object (R): cf. P-relativization in (184a) and the ungrammatical (185a)."
constr206-cparam3,constr206,cparam3,cparam3-c5,ex56;ex112,atoyebi-2009[18],either T or R or both,"Relativization is postnominal, RC introduced by the relativizer TI. Note that unlike other prepositions (see Allative construction), NI is not stranded in case of T-relativization. (Similarly NI is deleted when it introduces an Instrument.)"
constr210-cparam3,constr210,cparam3,cparam3-c4,ex58,noonan-1992[215],either T or R (but not both),"Relative clauses are postnominal and finite, introduced by the relative particle. Subjects and objects are relativized by gapping. This also holds for R in a double object construction."
constr211-cparam3,constr211,cparam3,cparam3-c7,ex59,noonan-1992[216],only T,"Relative clauses are postnominal and finite, introduced by the relative particle. Subjects and objects are relativized by gapping. This also holds for R in a double object construction: From a dative construction however, only T can be reativized by gapping, since the resumptive object pronoun is retained on the preposition if the prepositional R is relativized ; (5); 216."
constr212-cparam3,constr212,cparam3,cparam3-c4,ex60,roberts-1987[52-3.],either T or R (but not both),"Relative clauses are internally headed, the notional head is (optionally) resumed in the main clause by the demonstrative pronoun eu ‘that’. No restriction on relativization of arguments/adjunct; relativization of the R argument of GIVE in (c ) p. 52."
constr213-cparam3,constr213,cparam3,cparam3-c4,,roberts-1987,either T or R (but not both),"Relative clauses are internally headed, the notional head is (optionally) resumed in the main clause by the demonstrative pronoun eu ‘that’. No restriction on relativization of arguments/adjunct."
constr214-cparam3,constr214,cparam3,cparam3-c4,,roberts-1987,either T or R (but not both),"Relative clauses are internally headed, the notional head is (optionally) resumed in the main clause by the demonstrative pronoun eu ‘that’. No restriction on relativization of arguments/adjunct."
constr220-cparam3,constr220,cparam3,cparam3-c7,ex61,hewitt-1989[36],only T,"Relative clauses are non-finite pronominal gapping. The verb takes a special “relative” form, with relative pronominal markers replacing the person agreement markers. Since relative markers distinguish between absolutive vs. ergative-oblique markers, the question formation is indirective: the marker y- is used for questioning S/P/T, the marker z- is used for questioning A/R/Obl; see R-relativization p. 36: ‘I know the woman to whom the man gave the book’"
constr223-cparam3,constr223,cparam3,cparam3-c4,ex62,terrill-2003[253.],either T or R (but not both),"Relative clauses are internally headed and are followed (introduced) by the definite article. The definite article and also the verbs as well as the agreement suffix agree in gender/number with the head noun. Thus, [ N/i V-agr/I ] DET/i Both subjects and objects, but also postpositional adjuncts can be relativized in such way; for postpositional phrases this is non-trivial since outside of relative clauses and focus constructions the agreement suffix can only agree with the core arguments. cf. (postposiotional) BEN relativized in ex. (391) . 254 bow him-for it-cut-sg.n this.sg.n. (=bow) ‘bow that she cut for him’"
constr3-cparam4,constr3,cparam4,cparam4-c6,,,both R and T,Both R and T can be questioned in a regular way (ia-v ‘what (ACC)’; ngi-du ‘whom (DAT)’.
constr4-cparam4,constr4,cparam4,cparam4-c6,,,both R and T,
constr17-cparam4,constr17,cparam4,cparam4-c6,ex706;ex736,ch001asherkumari1997[13-14],both R and T,"Any argument of the main clause can be questioned; cf. T-questioning in (64d) and R-questioning in (64c), derived from the basic declarative sentence (64a)."
constr55-cparam4,constr55,cparam4,cparam4-c6,ex738,valenzuela-2003[383],both R and T,"When questioning constituents of a subordinate clause, A/S, P, T can be questioned by fronting + attachment of INT marker to subordinate clause; R also allows this (cf. (169a below)), but additionally it can be questioned by fronting + attaching INT clitic itself (cf. (169b)): NB the latter strategy, usually to question arguments of main clauses. V, 383: “may be the only difference between two objects” (169b) [Tso-a-ki] Tsoma-n wame meni-a mi-n oin-a? [who-ABS-INT] Tsoma-ERG paiche:ABS give-PP2 2SG-ERG see-PP2 ‘To whom did you see that Tsoma give paiche?’"
constr61-cparam4,constr61,cparam4,cparam4-c6,,ch10nedjalkov1997,both R and T,Any NP can be questioned (normally then fronted).
constr62-cparam4,constr62,cparam4,cparam4-c6,ex707,ch001everettkern1997[20-22],both R and T,"Question words occur sentence initially. Subject and object questions differ in that the former include a tensed VIC (auxiliary), the latter, a tenseless VIC. Consider P-questioning in (15b) and R questioning in (15d); the ditransitive construction in (15d) involves the auxiliary mi ‘give’ used in a serial verb like fashion. But in direct quotative construction (17c) R is questioned in the secundative pattern. A corresponding example of a T-question in (17b) seems to involve an unmarked (quasi-incorporated) T, since the construction lacks a preposition. p. 135. Under object-focusing (questions, relativization); “anti-agreement” rule; loss of object agreement (on VIC);cf. (210a,b) for “anti-agreement” effects when P is questioned. For ditransitives only examples of object agreement loss when R is relativized (see relativization); also (214b)."
constr63-cparam4,constr63,cparam4,cparam4-c6,ex739,ch001everettkern1997[20],both R and T,"Question words occur sentence initially. Subject and object questions differ in that the former include a tensed VIC (auxiliary), the latter, a tenseless VIC. Consider P-questioning in (15b) and R questioning in (15d); the ditransitive construction in (15d) involves the auxiliary mi ‘give’ used in a serial verb like fashion. But in direct quotative construction (17c) R is questioned in the secundative pattern. A corresponding example of a T-question in (17b) seems to involve an unmarked (quasi-incorporated) T, since the construction lacks a preposition."
constr64-cparam4,constr64,cparam4,cparam4-c6,,,both R and T,
constr65-cparam4,constr65,cparam4,cparam4-c6,,,both R and T,
constr66-cparam4,constr66,cparam4,cparam4-c6,,,both R and T,
constr67-cparam4,constr67,cparam4,cparam4-c6,ex740,ch001cole1982,both R and T,Question focusing: both Direct and Indirect Object can be questioned by fronting a wh-pronoun + interrogative clitic.
constr76-cparam4,constr76,cparam4,cparam4-c6,ex708;ex741,ch001escalante1990[200],both R and T,"ZE gives examples of both R and T questioning (see below). Escalante (1990: 200) notes that T cannot be questioned in the passive from DOC (*What was given Pete?’), but can be questioned in a passive from the dative (What was sold to Pete?). He does not mention any restrictions on T questioning in the active DOC, though."
constr77-cparam4,constr77,cparam4,cparam4-c6,ex709;ex742,,both R and T,ZE gives examples of both R and T questioning (see below).
constr99-cparam4,constr99,cparam4,cparam4-c12,ex743,cooreman-1987[117];topping-1973,only T,"Questioning objects (as other extractions: relativization, focussing) involves the use of “goal-focus” form IN (according to Topping), which Cooreman qualifies either as nominalizer IN (see below) or passive IN. NB only objects can be questioned by the use of “passive/GF” nominalization; apparently also Ts (no examples given)"
